underlying_symbol,quote_datetime,root,expiration,strike,option_type,open,high,low,close,trade_volume,bid_size,bid,ask_size,ask,underlying_bid,underlying_ask,implied_underlying_price,active_underlying_price,implied_volatility,delta,gamma,theta,vega,rho,open_interest
A,2021-04-26 15:00:00,A,2021-05-21,135.000,C,0.0000,0.0000,0.0000,0.0000,0,229,5.0000,579,5.3000,137.6200,137.6500,137.7978,137.6250,0.2797,0.5986,0.0383,-0.0773,0.1395,5.3267,428
A,2021-04-26 15:30:00,A,2021-05-21,135.000,C,0.0000,0.0000,0.0000,0.0000,0,168,4.8000,197,5.1000,137.3000,137.3400,137.5978,137.3500,0.2653,0.6023,0.0403,-0.0731,0.1392,5.3759,428
A,2021-04-26 16:00:00,A,2021-05-21,135.000,C,0.0000,0.0000,0.0000,0.0000,0,112,4.8000,216,5.1000,137.3400,137.3500,137.4978,137.3400,0.2653,0.6023,0.0403,-0.0731,0.1392,5.3759,428
A,2021-04-26 10:00:00,A,2021-05-21,135.000,P,0.0000,0.0000,0.0000,0.0000,0,135,2.6000,358,2.8500,137.0600,137.2000,137.0728,137.1400,0.2570,-0.3975,0.0416,-0.0716,0.1391,-3.9627,141
A,2021-04-26 10:30:00,A,2021-05-21,135.000,P,2.7300,2.7300,2.7300,2.7300,2,193,2.5000,264,2.7000,137.3700,137.4300,137.3478,137.3000,0.2497,-0.3930,0.0427,-0.0685,0.1387,-3.9117,141
A,2021-04-26 11:00:00,A,2021-05-21,135.000,P,2.5000,2.5500,2.5000,2.5000,16,287,2.4000,178,2.6000,137.3800,137.4300,137.4478,137.4090,0.2424,-0.3907,0.0439,-0.0664,0.1385,-3.8823,141
A,2021-04-26 11:30:00,A,2021-05-21,135.000,P,0.0000,0.0000,0.0000,0.0000,0,302,2.4000,159,2.6000,137.4500,137.4900,137.4978,137.4600,0.2424,-0.3907,0.0439,-0.0664,0.1385,-3.8823,141
A,2021-04-26 12:00:00,A,2021-05-21,135.000,P,0.0000,0.0000,0.0000,0.0000,0,189,2.3500,503,2.6000,137.6200,137.6700,137.6228,137.6700,0.2406,-0.3901,0.0442,-0.0659,0.1384,-3.8747,141
A,2021-04-26 12:30:00,A,2021-05-21,135.000,P,0.0000,0.0000,0.0000,0.0000,0,452,2.3500,274,2.6000,137.6100,137.6500,137.6228,137.6200,0.2406,-0.3901,0.0442,-0.0659,0.1384,-3.8747,141
A,2021-04-26 13:00:00,A,2021-05-21,135.000,P,0.0000,0.0000,0.0000,0.0000,0,343,2.4000,16,2.6000,137.3500,137.3900,137.4978,137.3950,0.2424,-0.3907,0.0439,-0.0664,0.1385,-3.8823,141
A,2021-04-26 13:30:00,A,2021-05-21,135.000,P,0.0000,0.0000,0.0000,0.0000,0,195,2.4000,276,2.6000,137.5100,137.5900,137.5978,137.5150,0.2424,-0.3907,0.0439,-0.0664,0.1385,-3.8823,141
A,2021-04-26 14:00:00,A,2021-05-21,135.000,P,0.0000,0.0000,0.0000,0.0000,0,325,2.3500,321,2.6000,137.6200,137.6500,137.6728,137.6300,0.2406,-0.3901,0.0442,-0.0659,0.1384,-3.8747,141
A,2021-04-26 14:30:00,A,2021-05-21,135.000,P,0.0000,0.0000,0.0000,0.0000,0,253,2.3500,392,2.5500,137.6800,137.7200,137.6978,137.7200,0.2388,-0.3894,0.0445,-0.0654,0.1384,-3.8670,141
A,2021-04-26 15:00:00,A,2021-05-21,135.000,P,0.0000,0.0000,0.0000,0.0000,0,226,2.3500,338,2.5500,137.6200,137.6500,137.6978,137.6250,0.2388,-0.3894,0.0445,-0.0654,0.1384,-3.8670,141
A,2021-04-26 15:30:00,A,2021-05-21,135.000,P,0.0000,0.0000,0.0000,0.0000,0,653,2.3500,311,2.7000,137.3000,137.3400,137.4228,137.3500,0.2442,-0.3913,0.0436,-0.0669,0.1386,-3.8898,141
A,2021-04-26 16:00:00,A,2021-05-21,135.000,P,0.0000,0.0000,0.0000,0.0000,0,186,2.4500,261,2.7000,137.3400,137.3500,137.3728,137.3400,0.2479,-0.3925,0.0430,-0.0680,0.1387,-3.9044,141
A,2021-04-26 10:00:00,A,2021-05-21,140.000,C,0.0000,0.0000,0.0000,0.0000,0,202,2.2000,385,2.4500,137.0600,137.2000,137.0728,137.1400,0.2476,0.3852,0.0428,-0.0667,0.1379,3.4958,458
A,2021-04-26 10:30:00,A,2021-05-21,140.000,C,2.5500,2.5500,2.4500,2.5500,5,304,2.2500,60,2.5000,137.3700,137.4300,137.3478,137.3000,0.2496,0.3889,0.0426,-0.0684,0.1383,3.5276,458
A,2021-04-26 11:00:00,A,2021-05-21,140.000,C,2.4000,2.4000,2.3500,2.3500,15,75,2.3000,8,2.4000,137.3800,137.4300,137.4478,137.4090,0.2478,0.3879,0.0428,-0.0678,0.1382,3.5201,458
A,2021-04-26 11:30:00,A,2021-05-21,140.000,C,2.4000,2.4000,2.4000,2.4000,2,418,2.3000,376,2.5500,137.4500,137.4900,137.4978,137.4600,0.2532,0.3908,0.0420,-0.0694,0.1385,3.5422,458
A,2021-04-26 12:00:00,A,2021-05-21,140.000,C,2.4400,2.5000,2.4400,2.5000,12,698,2.3000,124,2.5500,137.6200,137.6700,137.6228,137.6700,0.2532,0.3908,0.0420,-0.0694,0.1385,3.5422,458
A,2021-04-26 12:30:00,A,2021-05-21,140.000,C,0.0000,0.0000,0.0000,0.0000,0,221,2.3500,421,2.6000,137.6100,137.6500,137.6228,137.6200,0.2568,0.3926,0.0415,-0.0705,0.1387,3.5564,458
A,2021-04-26 13:00:00,A,2021-05-21,140.000,C,2.4700,2.4700,2.4700,2.4700,1,159,2.3000,364,2.5000,137.3500,137.3900,137.4978,137.3950,0.2514,0.3898,0.0423,-0.0689,0.1384,3.5350,458
A,2021-04-26 13:30:00,A,2021-05-21,140.000,C,2.4400,2.4800,2.4400,2.4800,3,280,2.3500,405,2.6000,137.5100,137.5900,137.5978,137.5150,0.2568,0.3926,0.0415,-0.0705,0.1387,3.5564,458
A,2021-04-26 14:00:00,A,2021-05-21,140.000,C,0.0000,0.0000,0.0000,0.0000,0,400,2.3500,266,2.6000,137.6200,137.6500,137.6728,137.6300,0.2568,0.3926,0.0415,-0.0705,0.1387,3.5564,458
A,2021-04-26 14:30:00,A,2021-05-21,140.000,C,0.0000,0.0000,0.0000,0.0000,0,49,2.4500,73,2.6000,137.6800,137.7200,137.6978,137.7200,0.2604,0.3944,0.0410,-0.0716,0.1389,3.5701,458
A,2021-04-26 15:00:00,A,2021-05-21,140.000,C,2.5800,2.5800,2.5800,2.5800,1,136,2.4000,507,2.6000,137.6200,137.6500,137.6978,137.6250,0.2586,0.3935,0.0412,-0.0711,0.1388,3.5633,458
A,2021-04-26 15:30:00,A,2021-05-21,140.000,C,0.0000,0.0000,0.0000,0.0000,0,190,2.3000,644,2.5500,137.3000,137.3400,137.4228,137.3500,0.2532,0.3908,0.0420,-0.0694,0.1385,3.5422,458
A,2021-04-26 16:00:00,A,2021-05-21,140.000,C,2.4000,2.4000,2.4000,2.4000,1,145,2.2500,256,2.5000,137.3400,137.3500,137.3728,137.3400,0.2496,0.3889,0.0426,-0.0684,0.1383,3.5276,458
A,2021-04-26 10:00:00,A,2021-05-21,140.000,P,0.0000,0.0000,0.0000,0.0000,0,123,5.0000,252,5.4000,137.0600,137.2000,137.0728,137.1400,0.2440,-0.6164,0.0433,-0.0678,0.1377,-6.2125,81
A,2021-04-26 10:30:00,A,2021-05-21,140.000,P,5.1500,5.1500,5.1500,5.1500,2,142,4.9000,260,5.2000,137.3700,137.4300,137.3478,137.3000,0.2356,-0.6190,0.0448,-0.0641,0.1375,-6.2263,81
A,2021-04-26 11:00:00,A,2021-05-21,140.000,P,5.1000,5.1000,5.1000,5.1000,10,138,4.8000,353,5.1000,137.3800,137.4300,137.4478,137.4090,0.2284,-0.6234,0.0461,-0.0618,0.1370,-6.2613,81
A,2021-04-26 11:30:00,A,2021-05-21,140.000,P,4.8800,4.8800,4.8600,4.8600,2,134,4.8000,255,5.1000,137.4500,137.4900,137.4978,137.4600,0.2284,-0.6234,0.0461,-0.0618,0.1370,-6.2613,81
A,2021-04-26 12:00:00,A,2021-05-21,140.000,P,0.0000,0.0000,0.0000,0.0000,0,122,4.7000,285,5.0000,137.6200,137.6700,137.6228,137.6700,0.2210,-0.6281,0.0474,-0.0596,0.1365,-6.2989,81
A,2021-04-26 12:30:00,A,2021-05-21,140.000,P,0.0000,0.0000,0.0000,0.0000,0,484,4.6000,251,5.0000,137.6100,137.6500,137.6228,137.6200,0.2174,-0.6305,0.0481,-0.0585,0.1362,-6.3187,81
A,2021-04-26 13:00:00,A,2021-05-21,140.000,P,0.0000,0.0000,0.0000,0.0000,0,164,4.8000,381,5.1000,137.3500,137.3900,137.4978,137.3950,0.2284,-0.6234,0.0461,-0.0618,0.1370,-6.2613,81
A,2021-04-26 13:30:00,A,2021-05-21,140.000,P,0.0000,0.0000,0.0000,0.0000,0,325,4.7000,199,5.0000,137.5100,137.5900,137.5978,137.5150,0.2210,-0.6281,0.0474,-0.0596,0.1365,-6.2989,81
A,2021-04-26 14:00:00,A,2021-05-21,140.000,P,0.0000,0.0000,0.0000,0.0000,0,201,4.7000,258,5.0000,137.6200,137.6500,137.6728,137.6300,0.2210,-0.6281,0.0474,-0.0596,0.1365,-6.2989,81
A,2021-04-26 14:30:00,A,2021-05-21,140.000,P,0.0000,0.0000,0.0000,0.0000,0,27,4.7000,275,5.0000,137.6800,137.7200,137.6978,137.7200,0.2210,-0.6281,0.0474,-0.0596,0.1365,-6.2989,81
A,2021-04-26 15:00:00,A,2021-05-21,140.000,P,0.0000,0.0000,0.0000,0.0000,0,434,4.6000,112,4.9000,137.6200,137.6500,137.6978,137.6250,0.2137,-0.6331,0.0488,-0.0574,0.1359,-6.3393,81
A,2021-04-26 15:30:00,A,2021-05-21,140.000,P,0.0000,0.0000,0.0000,0.0000,0,274,4.8000,125,5.1000,137.3000,137.3400,137.4228,137.3500,0.2284,-0.6234,0.0461,-0.0618,0.1370,-6.2613,81
A,2021-04-26 16:00:00,A,2021-05-21,140.000,P,0.0000,0.0000,0.0000,0.0000,0,181,4.8000,217,5.2000,137.3400,137.3500,137.3728,137.3400,0.2320,-0.6212,0.0454,-0.0630,0.1373,-6.2435,81
A,2021-04-26 10:00:00,A,2021-05-21,145.000,C,0.8500,0.8500,0.8500,0.8500,1,1,0.8500,255,1.0000,137.0600,137.2000,137.0728,137.1400,0.2415,0.1968,0.0318,-0.0474,0.1000,1.8043,312
A,2021-04-26 10:30:00,A,2021-05-21,145.000,C,0.0000,0.0000,0.0000,0.0000,0,153,0.9000,604,1.1500,137.3700,137.4300,137.3478,137.3000,0.2502,0.2077,0.0317,-0.0512,0.1033,1.9005,312
A,2021-04-26 11:00:00,A,2021-05-21,145.000,C,0.0000,0.0000,0.0000,0.0000,0,629,0.8500,345,1.0500,137.3800,137.4300,137.4478,137.4090,0.2428,0.2001,0.0320,-0.0486,0.1011,1.8342,312
A,2021-04-26 11:30:00,A,2021-05-21,145.000,C,0.0000,0.0000,0.0000,0.0000,0,874,0.9000,357,1.1000,137.4500,137.4900,137.4978,137.4600,0.2477,0.2052,0.0318,-0.0503,0.1026,1.8789,312
A,2021-04-26 12:00:00,A,2021-05-21,145.000,C,0.0000,0.0000,0.0000,0.0000,0,320,0.9000,313,1.1000,137.6200,137.6700,137.6228,137.6700,0.2477,0.2052,0.0318,-0.0503,0.1026,1.8789,312
A,2021-04-26 12:30:00,A,2021-05-21,145.000,C,0.0000,0.0000,0.0000,0.0000,0,218,0.9000,332,1.1000,137.6100,137.6500,137.6228,137.6200,0.2477,0.2052,0.0318,-0.0503,0.1026,1.8789,312
A,2021-04-26 13:00:00,A,2021-05-21,145.000,C,0.0000,0.0000,0.0000,0.0000,0,112,0.9000,305,1.1000,137.3500,137.3900,137.4978,137.3950,0.2477,0.2052,0.0318,-0.0503,0.1026,1.8789,312
A,2021-04-26 13:30:00,A,2021-05-21,145.000,C,0.0000,0.0000,0.0000,0.0000,0,368,0.9000,336,1.1000,137.5100,137.5900,137.5978,137.5150,0.2477,0.2052,0.0318,-0.0503,0.1026,1.8789,312
A,2021-04-26 14:00:00,A,2021-05-21,145.000,C,1.0000,1.0000,1.0000,1.0000,2,172,0.9500,397,1.1500,137.6200,137.6500,137.6728,137.6300,0.2526,0.2101,0.0316,-0.0520,0.1040,1.9217,312
A,2021-04-26 14:30:00,A,2021-05-21,145.000,C,0.0000,0.0000,0.0000,0.0000,0,96,0.9500,316,1.1000,137.6800,137.7200,137.6978,137.7200,0.2502,0.2077,0.0317,-0.0512,0.1033,1.9005,312
A,2021-04-26 15:00:00,A,2021-05-21,145.000,C,0.0000,0.0000,0.0000,0.0000,0,195,0.9000,509,1.1000,137.6200,137.6500,137.6978,137.6250,0.2477,0.2052,0.0318,-0.0503,0.1026,1.8789,312
A,2021-04-26 15:30:00,A,2021-05-21,145.000,C,1.0700,1.0700,1.0700,1.0700,1,194,0.9000,585,1.1000,137.3000,137.3400,137.4228,137.3500,0.2477,0.2052,0.0318,-0.0503,0.1026,1.8789,312
A,2021-04-26 16:00:00,A,2021-05-21,145.000,C,0.0000,0.0000,0.0000,0.0000,0,100,0.8500,327,1.0500,137.3400,137.3500,137.3728,137.3400,0.2428,0.2001,0.0320,-0.0486,0.1011,1.8342,312
A,2021-04-26 10:00:00,A,2021-05-21,145.000,P,0.0000,0.0000,0.0000,0.0000,0,74,8.6000,155,9.0000,137.0600,137.2000,137.0728,137.1400,0.2364,-0.8081,0.0320,-0.0478,0.0984,-8.2819,0
A,2021-04-26 10:30:00,A,2021-05-21,145.000,P,0.0000,0.0000,0.0000,0.0000,0,407,8.0000,440,9.3000,137.3700,137.4300,137.3478,137.3000,0.2258,-0.8184,0.0324,-0.0424,0.0952,-8.3694,0
A,2021-04-26 11:00:00,A,2021-05-21,145.000,P,0.0000,0.0000,0.0000,0.0000,0,467,7.9000,197,8.7000,137.3800,137.4300,137.4478,137.4090,0.1854,-0.8685,0.0319,-0.0281,0.0769,-8.8207,0
A,2021-04-26 11:30:00,A,2021-05-21,145.000,P,0.0000,0.0000,0.0000,0.0000,0,439,7.9000,509,9.7000,137.4500,137.4900,137.4978,137.4600,0.2411,-0.8017,0.0320,-0.0479,0.1005,-8.2209,0
A,2021-04-26 12:00:00,A,2021-05-21,145.000,P,0.0000,0.0000,0.0000,0.0000,0,262,6.8000,374,8.8000,137.6200,137.6700,137.6228,137.6700,0.0200,-1.0000,0.0000,0.0000,0.0000,-10.0389,0
A,2021-04-26 12:30:00,A,2021-05-21,145.000,P,0.0000,0.0000,0.0000,0.0000,0,111,8.2000,182,8.5000,137.6100,137.6500,137.6228,137.6200,0.1917,-0.8601,0.0322,-0.0304,0.0803,-8.7439,0
A,2021-04-26 13:00:00,A,2021-05-21,145.000,P,0.0000,0.0000,0.0000,0.0000,0,594,7.9000,646,9.9000,137.3500,137.3900,137.4978,137.3950,0.2509,-0.7916,0.0317,-0.0513,0.1035,-8.1321,0
A,2021-04-26 13:30:00,A,2021-05-21,145.000,P,0.0000,0.0000,0.0000,0.0000,0,477,7.5000,182,8.6000,137.5100,137.5900,137.5978,137.5150,0.1471,-0.9225,0.0273,-0.0151,0.0524,-9.3160,0
A,2021-04-26 14:00:00,A,2021-05-21,145.000,P,0.0000,0.0000,0.0000,0.0000,0,111,7.0000,138,8.5000,137.6200,137.6500,137.6728,137.6300,0.0200,-1.0000,0.0000,0.0000,0.0000,-10.0389,0
A,2021-04-26 14:30:00,A,2021-05-21,145.000,P,0.0000,0.0000,0.0000,0.0000,0,121,8.1000,156,8.5000,137.6800,137.7200,137.6978,137.7200,0.1854,-0.8685,0.0319,-0.0281,0.0769,-8.8207,0
A,2021-04-26 15:00:00,A,2021-05-21,145.000,P,0.0000,0.0000,0.0000,0.0000,0,78,8.2000,156,8.5000,137.6200,137.6500,137.6978,137.6250,0.1917,-0.8601,0.0322,-0.0304,0.0803,-8.7439,0
A,2021-04-26 15:30:00,A,2021-05-21,145.000,P,0.0000,0.0000,0.0000,0.0000,0,376,7.5000,334,8.9000,137.3000,137.3400,137.4228,137.3500,0.1717,-0.8873,0.0309,-0.0234,0.0690,-8.9923,0
A,2021-04-26 16:00:00,A,2021-05-21,145.000,P,0.0000,0.0000,0.0000,0.0000,0,114,8.4000,195,10.0000,137.3400,137.3500,137.3728,137.3400,0.2788,-0.7654,0.0305,-0.0610,0.1108,-7.9036,0
A,2021-04-26 10:00:00,A,2021-05-21,150.000,C,0.3700,0.3700,0.3700,0.3700,15,219,0.2500,113,0.4000,137.0600,137.2000,137.0728,137.1400,0.2422,0.0835,0.0176,-0.0264,0.0554,0.7698,26
A,2021-04-26 10:30:00,A,2021-05-21,150.000,C,0.4000,0.4000,0.4000,0.4000,1,472,0.3000,176,0.4500,137.3700,137.4300,137.3478,137.3000,0.2501,0.0917,0.0183,-0.0294,0.0594,0.8449,26
A,2021-04-26 11:00:00,A,2021-05-21,150.000,C,0.0000,0.0000,0.0000,0.0000,0,736,0.3000,322,0.4500,137.3800,137.4300,137.4478,137.4090,0.2501,0.0917,0.0183,-0.0294,0.0594,0.8449,26
A,2021-04-26 11:30:00,A,2021-05-21,150.000,C,0.0000,0.0000,0.0000,0.0000,0,878,0.3000,318,0.4500,137.4500,137.4900,137.4978,137.4600,0.2501,0.0917,0.0183,-0.0294,0.0594,0.8449,26
A,2021-04-26 12:00:00,A,2021-05-21,150.000,C,0.0000,0.0000,0.0000,0.0000,0,902,0.3000,334,0.4500,137.6200,137.6700,137.6228,137.6700,0.2501,0.0917,0.0183,-0.0294,0.0594,0.8449,26
A,2021-04-26 12:30:00,A,2021-05-21,150.000,C,0.0000,0.0000,0.0000,0.0000,0,747,0.3000,193,0.4500,137.6100,137.6500,137.6228,137.6200,0.2501,0.0917,0.0183,-0.0294,0.0594,0.8449,26
A,2021-04-26 13:00:00,A,2021-05-21,150.000,C,0.0000,0.0000,0.0000,0.0000,0,713,0.3000,215,0.4500,137.3500,137.3900,137.4978,137.3950,0.2501,0.0917,0.0183,-0.0294,0.0594,0.8449,26
A,2021-04-26 13:30:00,A,2021-05-21,150.000,C,0.0000,0.0000,0.0000,0.0000,0,701,0.3000,220,0.4500,137.5100,137.5900,137.5978,137.5150,0.2501,0.0917,0.0183,-0.0294,0.0594,0.8449,26
A,2021-04-26 14:00:00,A,2021-05-21,150.000,C,0.0000,0.0000,0.0000,0.0000,0,742,0.3000,217,0.4500,137.6200,137.6500,137.6728,137.6300,0.2501,0.0917,0.0183,-0.0294,0.0594,0.8449,26
A,2021-04-26 14:30:00,A,2021-05-21,150.000,C,0.0000,0.0000,0.0000,0.0000,0,738,0.3000,230,0.4500,137.6800,137.7200,137.6978,137.7200,0.2501,0.0917,0.0183,-0.0294,0.0594,0.8449,26
A,2021-04-26 15:00:00,A,2021-05-21,150.000,C,0.0000,0.0000,0.0000,0.0000,0,734,0.3000,224,0.4500,137.6200,137.6500,137.6978,137.6250,0.2501,0.0917,0.0183,-0.0294,0.0594,0.8449,26
A,2021-04-26 15:30:00,A,2021-05-21,150.000,C,0.0000,0.0000,0.0000,0.0000,0,759,0.3000,231,0.4500,137.3000,137.3400,137.4228,137.3500,0.2501,0.0917,0.0183,-0.0294,0.0594,0.8449,26
A,2021-04-26 16:00:00,A,2021-05-21,150.000,C,0.0000,0.0000,0.0000,0.0000,0,196,0.3000,210,0.4500,137.3400,137.3500,137.3728,137.3400,0.2501,0.0917,0.0183,-0.0294,0.0594,0.8449,26
A,2021-04-26 10:00:00,A,2021-05-21,150.000,P,0.0000,0.0000,0.0000,0.0000,0,136,12.8000,27,13.5000,137.0600,137.2000,137.0728,137.1400,0.2226,-0.9340,0.0159,-0.0223,0.0461,-9.7781,4
A,2021-04-26 10:30:00,A,2021-05-21,150.000,P,0.0000,0.0000,0.0000,0.0000,0,79,12.7000,64,13.1000,137.3700,137.4300,137.3478,137.3000,0.1577,-0.9839,0.0071,-0.0044,0.0145,-10.2342,4
A,2021-04-26 11:00:00,A,2021-05-21,150.000,P,0.0000,0.0000,0.0000,0.0000,0,174,11.5000,46,13.1000,137.3800,137.4300,137.4478,137.4090,0.0200,-1.0000,0.0000,0.0000,0.0000,-10.3851,4
A,2021-04-26 11:30:00,A,2021-05-21,150.000,P,0.0000,0.0000,0.0000,0.0000,0,62,12.7000,256,13.4000,137.4500,137.4900,137.4978,137.4600,0.2120,-0.9429,0.0150,-0.0172,0.0413,-9.8560,4
A,2021-04-26 12:00:00,A,2021-05-21,150.000,P,0.0000,0.0000,0.0000,0.0000,0,87,12.5000,71,12.9000,137.6200,137.6700,137.6228,137.6700,0.0200,-1.0000,0.0000,0.0000,0.0000,-10.3851,4
A,2021-04-26 12:30:00,A,2021-05-21,150.000,P,0.0000,0.0000,0.0000,0.0000,0,154,12.0000,46,12.9000,137.6100,137.6500,137.6228,137.6200,0.0200,-1.0000,0.0000,0.0000,0.0000,-10.3851,4
A,2021-04-26 13:00:00,A,2021-05-21,150.000,P,0.0000,0.0000,0.0000,0.0000,0,76,12.7000,49,13.1000,137.3500,137.3900,137.4978,137.3950,0.1577,-0.9839,0.0071,-0.0044,0.0145,-10.2342,4
A,2021-04-26 13:30:00,A,2021-05-21,150.000,P,0.0000,0.0000,0.0000,0.0000,0,228,12.1000,163,13.1000,137.5100,137.5900,137.5978,137.5150,0.0200,-1.0000,0.0000,0.0000,0.0000,-10.3851,4
A,2021-04-26 14:00:00,A,2021-05-21,150.000,P,0.0000,0.0000,0.0000,0.0000,0,146,11.6000,45,12.9000,137.6200,137.6500,137.6728,137.6300,0.0200,-1.0000,0.0000,0.0000,0.0000,-10.3851,4
A,2021-04-26 14:30:00,A,2021-05-21,150.000,P,0.0000,0.0000,0.0000,0.0000,0,29,12.5000,72,12.8000,137.6800,137.7200,137.6978,137.7200,0.0200,-1.0000,0.0000,0.0000,0.0000,-10.3851,4
A,2021-04-26 15:00:00,A,2021-05-21,150.000,P,0.0000,0.0000,0.0000,0.0000,0,13,12.6000,62,12.9000,137.6200,137.6500,137.6978,137.6250,0.0200,-1.0000,0.0000,0.0000,0.0000,-10.3851,4
A,2021-04-26 15:30:00,A,2021-05-21,150.000,P,0.0000,0.0000,0.0000,0.0000,0,67,12.6000,110,14.5000,137.3000,137.3400,137.4228,137.3500,0.2949,-0.8680,0.0201,-0.0449,0.0771,-9.1795,4
A,2021-04-26 16:00:00,A,2021-05-21,150.000,P,0.0000,0.0000,0.0000,0.0000,0,35,12.1000,17,13.2000,137.3400,137.3500,137.3728,137.3400,0.0200,-1.0000,0.0000,0.0000,0.0000,-10.3851,4
A,2021-04-26 10:00:00,A,2021-05-21,155.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,401,0.4500,137.0600,137.2000,137.0728,137.1400,0.2833,0.0536,0.0107,-0.0219,0.0393,0.4929,6
A,2021-04-26 10:30:00,A,2021-05-21,155.000,C,0.0000,0.0000,0.0000,0.0000,0,272,0.0500,417,0.4500,137.3700,137.4300,137.3478,137.3000,0.2887,0.0577,0.0111,-0.0238,0.0417,0.5307,6
A,2021-04-26 11:00:00,A,2021-05-21,155.000,C,0.0000,0.0000,0.0000,0.0000,0,609,0.0500,490,0.4500,137.3800,137.4300,137.4478,137.4090,0.2887,0.0577,0.0111,-0.0238,0.0417,0.5307,6
A,2021-04-26 11:30:00,A,2021-05-21,155.000,C,0.0000,0.0000,0.0000,0.0000,0,607,0.0500,510,0.4500,137.4500,137.4900,137.4978,137.4600,0.2887,0.0577,0.0111,-0.0238,0.0417,0.5307,6
A,2021-04-26 12:00:00,A,2021-05-21,155.000,C,0.0000,0.0000,0.0000,0.0000,0,605,0.0500,501,0.4500,137.6200,137.6700,137.6228,137.6700,0.2887,0.0577,0.0111,-0.0238,0.0417,0.5307,6
A,2021-04-26 12:30:00,A,2021-05-21,155.000,C,0.0000,0.0000,0.0000,0.0000,0,346,0.0500,390,0.4500,137.6100,137.6500,137.6228,137.6200,0.2887,0.0577,0.0111,-0.0238,0.0417,0.5307,6
A,2021-04-26 13:00:00,A,2021-05-21,155.000,C,0.0000,0.0000,0.0000,0.0000,0,354,0.0500,394,0.4500,137.3500,137.3900,137.4978,137.3950,0.2887,0.0577,0.0111,-0.0238,0.0417,0.5307,6
A,2021-04-26 13:30:00,A,2021-05-21,155.000,C,0.0000,0.0000,0.0000,0.0000,0,356,0.0500,408,0.4500,137.5100,137.5900,137.5978,137.5150,0.2887,0.0577,0.0111,-0.0238,0.0417,0.5307,6
A,2021-04-26 14:00:00,A,2021-05-21,155.000,C,0.0000,0.0000,0.0000,0.0000,0,360,0.0500,413,0.4500,137.6200,137.6500,137.6728,137.6300,0.2887,0.0577,0.0111,-0.0238,0.0417,0.5307,6
A,2021-04-26 14:30:00,A,2021-05-21,155.000,C,0.0000,0.0000,0.0000,0.0000,0,446,0.0500,417,0.4500,137.6800,137.7200,137.6978,137.7200,0.2887,0.0577,0.0111,-0.0238,0.0417,0.5307,6
A,2021-04-26 15:00:00,A,2021-05-21,155.000,C,0.0000,0.0000,0.0000,0.0000,0,470,0.0500,433,0.4500,137.6200,137.6500,137.6978,137.6250,0.2887,0.0577,0.0111,-0.0238,0.0417,0.5307,6
A,2021-04-26 15:30:00,A,2021-05-21,155.000,C,0.0000,0.0000,0.0000,0.0000,0,471,0.0500,433,0.4500,137.3000,137.3400,137.4228,137.3500,0.2887,0.0577,0.0111,-0.0238,0.0417,0.5307,6
A,2021-04-26 16:00:00,A,2021-05-21,155.000,C,0.0000,0.0000,0.0000,0.0000,0,364,0.0500,528,0.4500,137.3400,137.3500,137.3728,137.3400,0.2887,0.0577,0.0111,-0.0238,0.0417,0.5307,6
A,2021-04-26 10:00:00,A,2021-05-21,155.000,P,0.0000,0.0000,0.0000,0.0000,0,255,16.9000,234,19.4000,137.0600,137.2000,137.0728,137.1400,0.2834,-0.9460,0.0107,-0.0241,0.0393,-10.2379,0
A,2021-04-26 10:30:00,A,2021-05-21,155.000,P,0.0000,0.0000,0.0000,0.0000,0,97,17.3000,97,19.0000,137.3700,137.4300,137.3478,137.3000,0.2963,-0.9373,0.0115,-0.0260,0.0445,-10.1552,0
A,2021-04-26 11:00:00,A,2021-05-21,155.000,P,0.0000,0.0000,0.0000,0.0000,0,87,17.4000,93,18.2000,137.3800,137.4300,137.4478,137.4090,0.0200,-1.0000,0.0000,0.0000,0.0000,-10.7313,0
A,2021-04-26 11:30:00,A,2021-05-21,155.000,P,0.0000,0.0000,0.0000,0.0000,0,119,16.7000,119,18.9000,137.4500,137.4900,137.4978,137.4600,0.0200,-1.0000,0.0000,0.0000,0.0000,-10.7313,0
A,2021-04-26 12:00:00,A,2021-05-21,155.000,P,0.0000,0.0000,0.0000,0.0000,0,101,17.1000,100,18.5000,137.6200,137.6700,137.6228,137.6700,0.0200,-1.0000,0.0000,0.0000,0.0000,-10.7313,0
A,2021-04-26 12:30:00,A,2021-05-21,155.000,P,0.0000,0.0000,0.0000,0.0000,0,101,16.0000,75,18.1000,137.6100,137.6500,137.6228,137.6200,0.0200,-1.0000,0.0000,0.0000,0.0000,-10.7313,0
A,2021-04-26 13:00:00,A,2021-05-21,155.000,P,0.0000,0.0000,0.0000,0.0000,0,104,16.5000,29,17.9000,137.3500,137.3900,137.4978,137.3950,0.0200,-1.0000,0.0000,0.0000,0.0000,-10.7313,0
A,2021-04-26 13:30:00,A,2021-05-21,155.000,P,0.0000,0.0000,0.0000,0.0000,0,268,15.1000,252,19.9000,137.5100,137.5900,137.5978,137.5150,0.0200,-1.0000,0.0000,0.0000,0.0000,-10.7313,0
