underlying_symbol,quote_datetime,root,expiration,strike,option_type,open,high,low,close,trade_volume,bid_size,bid,ask_size,ask,underlying_bid,underlying_ask,implied_underlying_price,active_underlying_price,implied_volatility,delta,gamma,theta,vega,rho,open_interest
A,2021-04-26 15:00:00,A,2021-06-18,70.000,C,0.0000,0.0000,0.0000,0.0000,0,376,66.5000,354,68.7000,137.6200,137.6500,137.0945,137.6250,1.3327,0.9421,0.0017,-0.0750,0.0605,8.7522,2
A,2021-04-26 15:30:00,A,2021-06-18,70.000,C,0.0000,0.0000,0.0000,0.0000,0,356,66.5000,364,68.7000,137.3000,137.3400,137.0945,137.3500,1.3327,0.9421,0.0017,-0.0750,0.0605,8.7522,2
A,2021-04-26 16:00:00,A,2021-06-18,70.000,C,0.0000,0.0000,0.0000,0.0000,0,255,65.6000,253,68.8000,137.3400,137.3500,137.0945,137.3400,1.2683,0.9482,0.0016,-0.0653,0.0554,8.9277,2
A,2021-04-26 10:00:00,A,2021-06-18,70.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,287,0.1500,137.0600,137.2000,137.0945,137.1400,0.7343,-0.0056,0.0004,-0.0058,0.0084,-0.1230,0
A,2021-04-26 10:30:00,A,2021-06-18,70.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,234,0.1500,137.3700,137.4300,137.0945,137.3000,0.7343,-0.0056,0.0004,-0.0058,0.0084,-0.1230,0
A,2021-04-26 11:00:00,A,2021-06-18,70.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,333,0.1500,137.3800,137.4300,137.0945,137.4090,0.7343,-0.0056,0.0004,-0.0058,0.0084,-0.1230,0
A,2021-04-26 11:30:00,A,2021-06-18,70.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,338,0.1500,137.4500,137.4900,137.0945,137.4600,0.7343,-0.0056,0.0004,-0.0058,0.0084,-0.1230,0
A,2021-04-26 12:00:00,A,2021-06-18,70.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,282,0.1500,137.6200,137.6700,137.0945,137.6700,0.7343,-0.0056,0.0004,-0.0058,0.0084,-0.1230,0
A,2021-04-26 12:30:00,A,2021-06-18,70.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,277,0.1500,137.6100,137.6500,137.0945,137.6200,0.7343,-0.0056,0.0004,-0.0058,0.0084,-0.1230,0
A,2021-04-26 13:00:00,A,2021-06-18,70.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,276,0.1500,137.3500,137.3900,137.0945,137.3950,0.7343,-0.0056,0.0004,-0.0058,0.0084,-0.1230,0
A,2021-04-26 13:30:00,A,2021-06-18,70.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,624,1.9000,137.5100,137.5900,137.0945,137.5150,1.1019,-0.0353,0.0013,-0.0422,0.0408,-0.8461,0
A,2021-04-26 14:00:00,A,2021-06-18,70.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,656,1.9000,137.6200,137.6500,137.0945,137.6300,1.1019,-0.0353,0.0013,-0.0422,0.0408,-0.8461,0
A,2021-04-26 14:30:00,A,2021-06-18,70.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,654,1.9000,137.6800,137.7200,137.0945,137.7200,1.1019,-0.0353,0.0013,-0.0422,0.0408,-0.8461,0
A,2021-04-26 15:00:00,A,2021-06-18,70.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,927,1.9000,137.6200,137.6500,137.0945,137.6250,1.1019,-0.0353,0.0013,-0.0422,0.0408,-0.8461,0
A,2021-04-26 15:30:00,A,2021-06-18,70.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,939,1.9000,137.3000,137.3400,137.0945,137.3500,1.1019,-0.0353,0.0013,-0.0422,0.0408,-0.8461,0
A,2021-04-26 16:00:00,A,2021-06-18,70.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,525,1.9000,137.3400,137.3500,137.0945,137.3400,1.1019,-0.0353,0.0013,-0.0422,0.0408,-0.8461,0
A,2021-04-26 10:00:00,A,2021-06-18,75.000,C,0.0000,0.0000,0.0000,0.0000,0,2,59.7000,3,64.5000,137.0600,137.2000,137.0945,137.1400,0.0200,1.0000,0.0000,0.0000,0.0000,10.9456,0
A,2021-04-26 10:30:00,A,2021-06-18,75.000,C,0.0000,0.0000,0.0000,0.0000,0,94,60.7000,94,64.8000,137.3700,137.4300,137.0945,137.3000,1.1841,0.9403,0.0019,-0.0682,0.0619,9.4782,0
A,2021-04-26 11:00:00,A,2021-06-18,75.000,C,0.0000,0.0000,0.0000,0.0000,0,115,60.7000,115,64.8000,137.3800,137.4300,137.0945,137.4090,1.1841,0.9403,0.0019,-0.0682,0.0619,9.4782,0
A,2021-04-26 11:30:00,A,2021-06-18,75.000,C,0.0000,0.0000,0.0000,0.0000,0,115,60.8000,115,64.7000,137.4500,137.4900,137.0945,137.4600,1.1841,0.9403,0.0019,-0.0682,0.0619,9.4782,0
A,2021-04-26 12:00:00,A,2021-06-18,75.000,C,0.0000,0.0000,0.0000,0.0000,0,115,61.1000,115,64.4000,137.6200,137.6700,137.0945,137.6700,1.1841,0.9403,0.0019,-0.0682,0.0619,9.4782,0
A,2021-04-26 12:30:00,A,2021-06-18,75.000,C,0.0000,0.0000,0.0000,0.0000,0,27,61.1000,27,64.4000,137.6100,137.6500,137.0945,137.6200,1.1841,0.9403,0.0019,-0.0682,0.0619,9.4782,0
A,2021-04-26 13:00:00,A,2021-06-18,75.000,C,0.0000,0.0000,0.0000,0.0000,0,105,61.2000,105,64.3000,137.3500,137.3900,137.0945,137.3950,1.1841,0.9403,0.0019,-0.0682,0.0619,9.4782,0
A,2021-04-26 13:30:00,A,2021-06-18,75.000,C,0.0000,0.0000,0.0000,0.0000,0,115,61.3000,115,64.2000,137.5100,137.5900,137.0945,137.5150,1.1841,0.9403,0.0019,-0.0682,0.0619,9.4782,0
A,2021-04-26 14:00:00,A,2021-06-18,75.000,C,0.0000,0.0000,0.0000,0.0000,0,115,61.3000,115,64.2000,137.6200,137.6500,137.0945,137.6300,1.1841,0.9403,0.0019,-0.0682,0.0619,9.4782,0
A,2021-04-26 14:30:00,A,2021-06-18,75.000,C,0.0000,0.0000,0.0000,0.0000,0,115,61.5000,115,64.0000,137.6800,137.7200,137.0945,137.7200,1.1841,0.9403,0.0019,-0.0682,0.0619,9.4782,0
A,2021-04-26 15:00:00,A,2021-06-18,75.000,C,0.0000,0.0000,0.0000,0.0000,0,115,61.6000,115,63.9000,137.6200,137.6500,137.0945,137.6250,1.1841,0.9403,0.0019,-0.0682,0.0619,9.4782,0
A,2021-04-26 15:30:00,A,2021-06-18,75.000,C,0.0000,0.0000,0.0000,0.0000,0,105,61.6000,115,63.9000,137.3000,137.3400,137.0945,137.3500,1.1841,0.9403,0.0019,-0.0682,0.0619,9.4782,0
A,2021-04-26 16:00:00,A,2021-06-18,75.000,C,0.0000,0.0000,0.0000,0.0000,0,120,60.0000,212,64.9000,137.3400,137.3500,137.0945,137.3400,1.1376,0.9455,0.0018,-0.0609,0.0576,9.6228,0
A,2021-04-26 10:00:00,A,2021-06-18,75.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,311,0.1500,137.0600,137.2000,137.0945,137.1400,0.6648,-0.0062,0.0005,-0.0057,0.0091,-0.1344,0
A,2021-04-26 10:30:00,A,2021-06-18,75.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,246,0.1500,137.3700,137.4300,137.0945,137.3000,0.6648,-0.0062,0.0005,-0.0057,0.0091,-0.1344,0
A,2021-04-26 11:00:00,A,2021-06-18,75.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,352,0.1500,137.3800,137.4300,137.0945,137.4090,0.6648,-0.0062,0.0005,-0.0057,0.0091,-0.1344,0
A,2021-04-26 11:30:00,A,2021-06-18,75.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,355,0.1500,137.4500,137.4900,137.0945,137.4600,0.6648,-0.0062,0.0005,-0.0057,0.0091,-0.1344,0
A,2021-04-26 12:00:00,A,2021-06-18,75.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,298,0.1500,137.6200,137.6700,137.0945,137.6700,0.6648,-0.0062,0.0005,-0.0057,0.0091,-0.1344,0
A,2021-04-26 12:30:00,A,2021-06-18,75.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,265,0.1500,137.6100,137.6500,137.0945,137.6200,0.6648,-0.0062,0.0005,-0.0057,0.0091,-0.1344,0
A,2021-04-26 13:00:00,A,2021-06-18,75.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,271,0.1500,137.3500,137.3900,137.0945,137.3950,0.6648,-0.0062,0.0005,-0.0057,0.0091,-0.1344,0
A,2021-04-26 13:30:00,A,2021-06-18,75.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,791,0.9500,137.5100,137.5900,137.0945,137.5150,0.8756,-0.0244,0.0012,-0.0246,0.0300,-0.5572,0
A,2021-04-26 14:00:00,A,2021-06-18,75.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,804,0.9500,137.6200,137.6500,137.0945,137.6300,0.8756,-0.0244,0.0012,-0.0246,0.0300,-0.5572,0
A,2021-04-26 14:30:00,A,2021-06-18,75.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,819,0.9500,137.6800,137.7200,137.0945,137.7200,0.8756,-0.0244,0.0012,-0.0246,0.0300,-0.5572,0
A,2021-04-26 15:00:00,A,2021-06-18,75.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,1058,0.9500,137.6200,137.6500,137.0945,137.6250,0.8756,-0.0244,0.0012,-0.0246,0.0300,-0.5572,0
A,2021-04-26 15:30:00,A,2021-06-18,75.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,1056,0.9500,137.3000,137.3400,137.0945,137.3500,0.8756,-0.0244,0.0012,-0.0246,0.0300,-0.5572,0
A,2021-04-26 16:00:00,A,2021-06-18,75.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,479,1.0000,137.3400,137.3500,137.0945,137.3400,0.8838,-0.0253,0.0013,-0.0256,0.0309,-0.5785,0
A,2021-04-26 10:00:00,A,2021-06-18,80.000,C,0.0000,0.0000,0.0000,0.0000,0,2,54.7000,3,59.5000,137.0600,137.2000,137.0945,137.1400,0.0200,1.0000,0.0000,0.0000,0.0000,11.6753,0
A,2021-04-26 10:30:00,A,2021-06-18,80.000,C,0.0000,0.0000,0.0000,0.0000,0,94,55.5000,94,59.8000,137.3700,137.4300,137.0945,137.3000,1.0187,0.9426,0.0021,-0.0569,0.0601,10.3079,0
A,2021-04-26 11:00:00,A,2021-06-18,80.000,C,0.0000,0.0000,0.0000,0.0000,0,115,55.5000,115,59.8000,137.3800,137.4300,137.0945,137.4090,1.0187,0.9426,0.0021,-0.0569,0.0601,10.3079,0
A,2021-04-26 11:30:00,A,2021-06-18,80.000,C,0.0000,0.0000,0.0000,0.0000,0,117,55.3000,117,59.9000,137.4500,137.4900,137.0945,137.4600,1.0111,0.9436,0.0021,-0.0557,0.0592,10.3350,0
A,2021-04-26 12:00:00,A,2021-06-18,80.000,C,0.0000,0.0000,0.0000,0.0000,0,115,55.6000,115,59.7000,137.6200,137.6700,137.0945,137.6700,1.0187,0.9426,0.0021,-0.0569,0.0601,10.3079,0
A,2021-04-26 12:30:00,A,2021-06-18,80.000,C,0.0000,0.0000,0.0000,0.0000,0,27,55.7000,27,59.6000,137.6100,137.6500,137.0945,137.6200,1.0187,0.9426,0.0021,-0.0569,0.0601,10.3079,0
A,2021-04-26 13:00:00,A,2021-06-18,80.000,C,0.0000,0.0000,0.0000,0.0000,0,75,55.7000,75,59.6000,137.3500,137.3900,137.0945,137.3950,1.0187,0.9426,0.0021,-0.0569,0.0601,10.3079,0
A,2021-04-26 13:30:00,A,2021-06-18,80.000,C,0.0000,0.0000,0.0000,0.0000,0,115,55.8000,115,59.5000,137.5100,137.5900,137.0945,137.5150,1.0187,0.9426,0.0021,-0.0569,0.0601,10.3079,0
A,2021-04-26 14:00:00,A,2021-06-18,80.000,C,0.0000,0.0000,0.0000,0.0000,0,115,55.9000,115,59.4000,137.6200,137.6500,137.0945,137.6300,1.0187,0.9426,0.0021,-0.0569,0.0601,10.3079,0
A,2021-04-26 14:30:00,A,2021-06-18,80.000,C,0.0000,0.0000,0.0000,0.0000,0,115,55.9000,115,59.4000,137.6800,137.7200,137.0945,137.7200,1.0187,0.9426,0.0021,-0.0569,0.0601,10.3079,0
A,2021-04-26 15:00:00,A,2021-06-18,80.000,C,0.0000,0.0000,0.0000,0.0000,0,115,55.9000,115,59.4000,137.6200,137.6500,137.0945,137.6250,1.0187,0.9426,0.0021,-0.0569,0.0601,10.3079,0
A,2021-04-26 15:30:00,A,2021-06-18,80.000,C,0.0000,0.0000,0.0000,0.0000,0,115,55.9000,115,59.4000,137.3000,137.3400,137.0945,137.3500,1.0187,0.9426,0.0021,-0.0569,0.0601,10.3079,0
A,2021-04-26 16:00:00,A,2021-06-18,80.000,C,0.0000,0.0000,0.0000,0.0000,0,127,55.1000,173,60.0000,137.3400,137.3500,137.0945,137.3400,1.0034,0.9446,0.0021,-0.0544,0.0584,10.3624,0
A,2021-04-26 10:00:00,A,2021-06-18,80.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,257,0.1500,137.0600,137.2000,137.0945,137.1400,0.5996,-0.0068,0.0006,-0.0056,0.0100,-0.1475,0
A,2021-04-26 10:30:00,A,2021-06-18,80.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,201,0.1500,137.3700,137.4300,137.0945,137.3000,0.5996,-0.0068,0.0006,-0.0056,0.0100,-0.1475,0
A,2021-04-26 11:00:00,A,2021-06-18,80.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,322,0.1500,137.3800,137.4300,137.0945,137.4090,0.5996,-0.0068,0.0006,-0.0056,0.0100,-0.1475,0
A,2021-04-26 11:30:00,A,2021-06-18,80.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,323,0.1500,137.4500,137.4900,137.0945,137.4600,0.5996,-0.0068,0.0006,-0.0056,0.0100,-0.1475,0
A,2021-04-26 12:00:00,A,2021-06-18,80.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,253,0.1500,137.6200,137.6700,137.0945,137.6700,0.5996,-0.0068,0.0006,-0.0056,0.0100,-0.1475,0
A,2021-04-26 12:30:00,A,2021-06-18,80.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,234,0.1500,137.6100,137.6500,137.0945,137.6200,0.5996,-0.0068,0.0006,-0.0056,0.0100,-0.1475,0
A,2021-04-26 13:00:00,A,2021-06-18,80.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,242,0.1500,137.3500,137.3900,137.0945,137.3950,0.5996,-0.0068,0.0006,-0.0056,0.0100,-0.1475,0
A,2021-04-26 13:30:00,A,2021-06-18,80.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,791,0.9500,137.5100,137.5900,137.0945,137.5150,0.7932,-0.0268,0.0015,-0.0242,0.0325,-0.6067,0
A,2021-04-26 14:00:00,A,2021-06-18,80.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,804,0.9500,137.6200,137.6500,137.0945,137.6300,0.7932,-0.0268,0.0015,-0.0242,0.0325,-0.6067,0
A,2021-04-26 14:30:00,A,2021-06-18,80.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,819,0.9500,137.6800,137.7200,137.0945,137.7200,0.7932,-0.0268,0.0015,-0.0242,0.0325,-0.6067,0
A,2021-04-26 15:00:00,A,2021-06-18,80.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,1056,0.9500,137.6200,137.6500,137.0945,137.6250,0.7932,-0.0268,0.0015,-0.0242,0.0325,-0.6067,0
A,2021-04-26 15:30:00,A,2021-06-18,80.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,1062,0.9500,137.3000,137.3400,137.0945,137.3500,0.7932,-0.0268,0.0015,-0.0242,0.0325,-0.6067,0
A,2021-04-26 16:00:00,A,2021-06-18,80.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,435,1.1500,137.3400,137.3500,137.0945,137.3400,0.8223,-0.0306,0.0016,-0.0280,0.0362,-0.6965,0
A,2021-04-26 10:00:00,A,2021-06-18,85.000,C,0.0000,0.0000,0.0000,0.0000,0,4,50.0000,2,54.8000,137.0600,137.2000,137.0945,137.1400,0.8481,0.9490,0.0023,-0.0430,0.0547,11.2325,0
A,2021-04-26 10:30:00,A,2021-06-18,85.000,C,0.0000,0.0000,0.0000,0.0000,0,94,50.8000,94,54.5000,137.3700,137.4300,137.0945,137.3000,0.8867,0.9428,0.0025,-0.0493,0.0599,11.0761,0
A,2021-04-26 11:00:00,A,2021-06-18,85.000,C,0.0000,0.0000,0.0000,0.0000,0,115,50.8000,115,54.5000,137.3800,137.4300,137.0945,137.4090,0.8867,0.9428,0.0025,-0.0493,0.0599,11.0761,0
A,2021-04-26 11:30:00,A,2021-06-18,85.000,C,0.0000,0.0000,0.0000,0.0000,0,115,50.9000,115,54.4000,137.4500,137.4900,137.0945,137.4600,0.8867,0.9428,0.0025,-0.0493,0.0599,11.0761,0
A,2021-04-26 12:00:00,A,2021-06-18,85.000,C,0.0000,0.0000,0.0000,0.0000,0,115,51.0000,115,54.3000,137.6200,137.6700,137.0945,137.6700,0.8867,0.9428,0.0025,-0.0493,0.0599,11.0761,0
A,2021-04-26 12:30:00,A,2021-06-18,85.000,C,0.0000,0.0000,0.0000,0.0000,0,105,51.2000,105,54.1000,137.6100,137.6500,137.0945,137.6200,0.8867,0.9428,0.0025,-0.0493,0.0599,11.0761,0
A,2021-04-26 13:00:00,A,2021-06-18,85.000,C,0.0000,0.0000,0.0000,0.0000,0,115,51.4000,115,53.9000,137.3500,137.3900,137.0945,137.3950,0.8867,0.9428,0.0025,-0.0493,0.0599,11.0761,0
A,2021-04-26 13:30:00,A,2021-06-18,85.000,C,0.0000,0.0000,0.0000,0.0000,0,115,50.4000,118,55.0000,137.5100,137.5900,137.0945,137.5150,0.8942,0.9416,0.0025,-0.0505,0.0609,11.0455,0
A,2021-04-26 14:00:00,A,2021-06-18,85.000,C,0.0000,0.0000,0.0000,0.0000,0,115,50.6000,115,54.8000,137.6200,137.6500,137.0945,137.6300,0.8941,0.9416,0.0025,-0.0505,0.0609,11.0455,0
A,2021-04-26 14:30:00,A,2021-06-18,85.000,C,0.0000,0.0000,0.0000,0.0000,0,115,50.7000,115,54.7000,137.6800,137.7200,137.0945,137.7200,0.8942,0.9416,0.0025,-0.0505,0.0609,11.0455,0
A,2021-04-26 15:00:00,A,2021-06-18,85.000,C,0.0000,0.0000,0.0000,0.0000,0,115,50.8000,115,54.6000,137.6200,137.6500,137.0945,137.6250,0.8941,0.9416,0.0025,-0.0505,0.0609,11.0455,0
A,2021-04-26 15:30:00,A,2021-06-18,85.000,C,0.0000,0.0000,0.0000,0.0000,0,115,50.9000,115,54.5000,137.3000,137.3400,137.0945,137.3500,0.8942,0.9416,0.0025,-0.0505,0.0609,11.0455,0
A,2021-04-26 16:00:00,A,2021-06-18,85.000,C,0.0000,0.0000,0.0000,0.0000,0,128,50.1000,213,55.0000,137.3400,137.3500,137.0945,137.3400,0.8715,0.9452,0.0024,-0.0468,0.0579,11.1380,0
A,2021-04-26 10:00:00,A,2021-06-18,85.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,942,0.2000,137.0600,137.2000,137.0945,137.1400,0.5587,-0.0095,0.0009,-0.0070,0.0133,-0.2042,0
A,2021-04-26 10:30:00,A,2021-06-18,85.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,498,0.2000,137.3700,137.4300,137.0945,137.3000,0.5587,-0.0095,0.0009,-0.0070,0.0133,-0.2042,0
A,2021-04-26 11:00:00,A,2021-06-18,85.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,1050,0.2000,137.3800,137.4300,137.0945,137.4090,0.5587,-0.0095,0.0009,-0.0070,0.0133,-0.2042,0
A,2021-04-26 11:30:00,A,2021-06-18,85.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,1106,0.2000,137.4500,137.4900,137.0945,137.4600,0.5587,-0.0095,0.0009,-0.0070,0.0133,-0.2042,0
A,2021-04-26 12:00:00,A,2021-06-18,85.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,864,0.2000,137.6200,137.6700,137.0945,137.6700,0.5587,-0.0095,0.0009,-0.0070,0.0133,-0.2042,0
A,2021-04-26 12:30:00,A,2021-06-18,85.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,702,0.2000,137.6100,137.6500,137.0945,137.6200,0.5587,-0.0095,0.0009,-0.0070,0.0133,-0.2042,0
A,2021-04-26 13:00:00,A,2021-06-18,85.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,876,0.2000,137.3500,137.3900,137.0945,137.3950,0.5587,-0.0095,0.0009,-0.0070,0.0133,-0.2042,0
A,2021-04-26 13:30:00,A,2021-06-18,85.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,726,0.2000,137.5100,137.5900,137.0945,137.5150,0.5587,-0.0095,0.0009,-0.0070,0.0133,-0.2042,0
A,2021-04-26 14:00:00,A,2021-06-18,85.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,772,0.2000,137.6200,137.6500,137.0945,137.6300,0.5587,-0.0095,0.0009,-0.0070,0.0133,-0.2042,0
A,2021-04-26 14:30:00,A,2021-06-18,85.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,830,0.2000,137.6800,137.7200,137.0945,137.7200,0.5587,-0.0095,0.0009,-0.0070,0.0133,-0.2042,0
A,2021-04-26 15:00:00,A,2021-06-18,85.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,1047,0.2000,137.6200,137.6500,137.0945,137.6250,0.5587,-0.0095,0.0009,-0.0070,0.0133,-0.2042,0
A,2021-04-26 15:30:00,A,2021-06-18,85.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,1074,0.2000,137.3000,137.3400,137.0945,137.3500,0.5587,-0.0095,0.0009,-0.0070,0.0133,-0.2042,0
A,2021-04-26 16:00:00,A,2021-06-18,85.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,637,0.2000,137.3400,137.3500,137.0945,137.3400,0.5587,-0.0095,0.0009,-0.0070,0.0133,-0.2042,0
A,2021-04-26 10:00:00,A,2021-06-18,90.000,C,0.0000,0.0000,0.0000,0.0000,0,2,45.1000,2,49.4000,137.0600,137.2000,137.0945,137.1400,0.7070,0.9546,0.0026,-0.0325,0.0498,12.1193,0
A,2021-04-26 10:30:00,A,2021-06-18,90.000,C,0.0000,0.0000,0.0000,0.0000,0,116,45.6000,116,49.5000,137.3700,137.4300,137.0945,137.3000,0.7544,0.9455,0.0028,-0.0403,0.0577,11.8996,0
A,2021-04-26 11:00:00,A,2021-06-18,90.000,C,0.0000,0.0000,0.0000,0.0000,0,119,46.2000,119,48.9000,137.3800,137.4300,137.0945,137.4090,0.7544,0.9455,0.0028,-0.0403,0.0577,11.8996,0
A,2021-04-26 11:30:00,A,2021-06-18,90.000,C,0.0000,0.0000,0.0000,0.0000,0,122,46.4000,122,48.7000,137.4500,137.4900,137.0945,137.4600,0.7544,0.9455,0.0028,-0.0403,0.0577,11.8996,0
A,2021-04-26 12:00:00,A,2021-06-18,90.000,C,0.0000,0.0000,0.0000,0.0000,0,123,46.6000,118,48.5000,137.6200,137.6700,137.0945,137.6700,0.7544,0.9455,0.0028,-0.0403,0.0577,11.8996,0
A,2021-04-26 12:30:00,A,2021-06-18,90.000,C,0.0000,0.0000,0.0000,0.0000,0,69,47.5000,118,49.0000,137.6100,137.6500,137.0945,137.6200,0.8533,0.9268,0.0031,-0.0576,0.0726,11.4323,0
A,2021-04-26 13:00:00,A,2021-06-18,90.000,C,0.0000,0.0000,0.0000,0.0000,0,92,46.6000,92,48.0000,137.3500,137.3900,137.0945,137.3950,0.7151,0.9530,0.0026,-0.0338,0.0512,12.0821,0
A,2021-04-26 13:30:00,A,2021-06-18,90.000,C,0.0000,0.0000,0.0000,0.0000,0,118,46.9000,97,48.2000,137.5100,137.5900,137.0945,137.5150,0.7544,0.9455,0.0028,-0.0403,0.0577,11.8996,0
A,2021-04-26 14:00:00,A,2021-06-18,90.000,C,0.0000,0.0000,0.0000,0.0000,0,24,47.6000,122,49.1000,137.6200,137.6500,137.0945,137.6300,0.8663,0.9244,0.0031,-0.0599,0.0744,11.3709,0
A,2021-04-26 14:30:00,A,2021-06-18,90.000,C,0.0000,0.0000,0.0000,0.0000,0,27,47.6000,115,48.7000,137.6800,137.7200,137.0945,137.7200,0.8400,0.9293,0.0031,-0.0552,0.0707,11.4951,0
